id;produto;data;valor;moeda
9e1d2e17fc6d410f8e84ab7919e3eb8b;Produto_H;2010-01-04;-823.9;USD
65ec42b9be5a4f57a9f095838c57321f;Produto_I;2010-01-04;-123.53;USD
a158ea33b6124a3d8b20e3356791a7d9;Produto_J;2010-01-04;-1000.0;USD
1be7284930b74ee488da4e62d0d4ba16;Produto_A;2010-01-05;-141.09;BRL
4254a00970e84069990dbdc546d15c87;Produto_B;2010-01-05;-829.77;USD
14781f64121647d382c5945d4e10b812;Produto_C;2010-01-05;-114.94;USD
a6899a3d38ae474aae27ef43328964e3;Produto_D;2010-01-05;-228.25;USD
b1b7392dab4b497b9c86d95bffe1d40b;Produto_E;2010-01-05;-125.53;USD
6005f7b3b50d432ebe939e1c72f87d8d;Produto_F;2010-01-05;15.67;BRL
1700aa964a2941e0a7ab3be26a7eb47e;Produto_G;2010-01-05;-679.75;USD
ce8b8ac376294e5686016d0ed2cbe8be;Produto_H;2010-01-05;-76.85;BRL
b76e78fd138048d1aba077fc5e17b100;Produto_I;2010-01-05;-668.17;BRL
c04e8213bc314d7b93c8a6444bef5f27;Produto_J;2010-01-05;-653.7;BRL
357dad75d0e8438dab16bf659ba8b7d5;Produto_A;2010-01-06;-602.01;USD
383aee02d07e4feeb17e3c629a2b4dc0;Produto_B;2010-01-06;-428.35;BRL
56ace934f2f34ec5b4ff62658cf3c076;Produto_C;2010-01-06;-26.86;USD
6934968cb705494690c7f8b746dbc30f;Produto_D;2010-01-06;-607.33;USD
ec849eb7c9854ed7bf9e18e337a7334c;Produto_E;2010-01-06;-178.38;USD
c839bda8cde14ea599668bf779127662;Produto_F;2010-01-06;-170.65;USD
774ff5be777c4527826ce1ef58ec798d;Produto_G;2010-01-06;-118.36;USD
73b70354474b40bda2f95d411d57ceac;Produto_H;2010-01-06;-1000.0;USD
7d4c62a6349e4ce39880b51e9c46417f;Produto_I;2010-01-06;-556.49;BRL
ae29318fc919433e90b7172a8661e719;Produto_J;2010-01-06;-570.49;USD
f6093ad002b949a58d389d51b28399a3;Produto_A;2010-01-07;-904.87;USD
f6f71dc690d7411da19ae59ea676478f;Produto_B;2010-01-07;-584.61;USD
a1029c0c93884148b320f9f46d45d20f;Produto_C;2010-01-07;-491.68;BRL
9fc7a7da39e849218446f5bf41d8e267;Produto_D;2010-01-07;-888.5;USD
7a34df9c1d544c189d99e11f6947b67a;Produto_E;2010-01-07;-454.23;USD
cf112b62ca954ff1910a8899a3047645;Produto_F;2010-01-07;-643.05;USD
ecb84e224c5b46798deea16eebed8594;Produto_G;2010-01-07;-713.07;USD
c86d765a151e4833b444b5ac4e3232f9;Produto_H;2010-01-07;-278.9;BRL
935e7618122a4cf8954b262775baf37d;Produto_I;2010-01-07;23.81;USD
02d57a2dba2346eebef269609ab64d16;Produto_J;2010-01-07;-745.01;USD
7cfafc2058a240aab33b1f2f84b900c3;Produto_A;2010-01-08;-38.8;BRL
efdfd18f6cd546a9ad03cd6575b5ccb0;Produto_B;2010-01-08;-930.92;BRL
a1cd6b5e06df42c684f1dfde10a525e0;Produto_C;2010-01-08;-20.29;USD
68ddeb684d7d4705ba596e67f1c46cbe;Produto_D;2010-01-08;-674.95;USD
dcff0920311b40cb9f29bb97b5d49631;Produto_E;2010-01-08;-11.84;USD
81f9b8538f094d2ebcbfd694c805e229;Produto_F;2010-01-08;-2.06;USD
58df5760f2764010ae1e0a4a76f445f3;Produto_G;2010-01-08;-583.71;BRL
a5e0661a66a14ed7b0b7219b184ebc26;Produto_H;2010-01-08;-1000.0;USD
5ea01f427a29442ea4e9cbf1d23b84d0;Produto_I;2010-01-08;-55.89;USD
7150c37c5f6f4d14874fafc5df81b1db;Produto_J;2010-01-08;-904.07;USD
4b25f61749694def9b16d0a28d87bf86;Produto_A;2010-01-09;-506.92;USD
90f6c907286d4b089bf2df584c660e8c;Produto_B;2010-01-09;-292.03;BRL
251ba1e045464904a88ceb6b77c80c2a;Produto_C;2010-01-09;-701.54;USD
2e32243a670045d9b98df72cbf275ed5;Produto_D;2010-01-09;-855.08;BRL
0149cead85df482390dfc301622fc180;Produto_E;2010-01-09;-355.49;USD
846525c298b54a5f9daa1d08cd44be9e;Produto_F;2010-01-09;-460.18;BRL
977559d4f6db406bb434ca28d195f6f8;Produto_G;2010-01-09;53.72;BRL
56d5b3ed2f1b49eba4769039ab06a8ff;Produto_H;2010-01-09;-861.8;USD
13d666c2cb3f47f8822128f003cfc79e;Produto_I;2010-01-09;-475.93;USD
cf9526ccf05540fba7b9aea1610f2621;Produto_J;2010-01-09;-924.19;BRL
27f0866f20fa486f830ae6a5632ebaa4;Produto_A;2010-01-10;-899.24;USD
55586288e839493cbac14181360a383f;Produto_B;2010-01-10;91.02;BRL
6b0730bf84e34fc2a2d26d83e35c385d;Produto_C;2010-01-10;-1000.0;USD
856c6011bbeb48e7a7f6b29f9659ec7b;Produto_D;2010-01-10;-651.03;USD
78ab03e5227447e6bfefb62d4a920be5;Produto_E;2010-01-10;-609.81;BRL
d897408f164a462b881c3bc51f867afa;Produto_F;2010-01-10;-344.42;BRL
452126796b154d17a49c18cf3bf52870;Produto_G;2010-01-10;65.61;BRL
0ab25452e38840be9b55afd7b2482d13;Produto_H;2010-01-10;-411.75;USD
7ad575da47c9455fae7dec163a751a31;Produto_I;2010-01-10;-170.42;USD
3e5cf1f73e1f4504a378c63b4ea270e6;Produto_J;2010-01-10;-809.95;BRL
3606434d0ced4bb89081374394286af8;Produto_A;2010-01-11;-558.09;BRL
eca55ae6fcc645a7a1d9dd4645aeca26;Produto_B;2010-01-11;100.0;BRL
ae21e78d35c44c7c93c260f1a5fedaa5;Produto_C;2010-01-11;-458.28;BRL
c75952fc9b0c46ca8d896d00d19f81a9;Produto_D;2010-01-11;-127.83;USD
7bcc40f24e1e42acb7866f3a31b3cfe2;Produto_E;2010-01-11;-535.84;BRL
ca82328608c542af9683e4cf82424f5a;Produto_F;2010-01-11;-194.25;USD
927819fafd13408a8e68d6e00bd59117;Produto_G;2010-01-11;-272.68;USD
55f0dc5f2f0a4a289d2b90937ddd9407;Produto_H;2010-01-11;-896.47;BRL
03769cda7e984de28ab7a039e80098ad;Produto_I;2010-01-11;-458.78;USD
73e8589d812f456f8155ebb477b985ba;Produto_J;2010-01-11;-680.6;USD
ec90989e591d4588ad4206940fd2cc23;Produto_A;2010-01-12;-757.5;USD
e3d2435ca8204fd2a15648d8891ba940;Produto_B;2010-01-12;-689.47;USD
33402ceafc4746e9b760413e79312bce;Produto_C;2010-01-12;33.93;USD
c1928bccf1f84c3f87e3168b9fdaaa86;Produto_D;2010-01-12;-269.41;USD
858bbe083952477e8050a4c30963f1d0;Produto_E;2010-01-12;-724.66;USD
bab98e5942ae4cf4aa4dbf9f846094bb;Produto_F;2010-01-12;-334.85;BRL
a906906b9a3b4feaaf959075fc0f7dae;Produto_G;2010-01-12;-558.0;BRL
cc722cbfae664e1dbcfaf4bd54fa3a6f;Produto_H;2010-01-12;-955.4;BRL
81958c3d36574e288bb31d5828a66ff6;Produto_I;2010-01-12;-408.96;BRL
a2948e45812a4e7ab642725f1831d19c;Produto_J;2010-01-12;-787.27;USD
e1a05aec4ec341deac71746170b0ecb8;Produto_A;2010-01-13;-841.28;BRL
1554f29bf09e465ea02347358f339573;Produto_B;2010-01-13;-472.84;BRL
45991673671e4cb7a33a65eca53615e4;Produto_C;2010-01-13;-338.8;USD
764112d6500b4bfa984c83dc2368983a;Produto_D;2010-01-13;-727.44;USD
522d17fe6bcb4389938f9fe93042b65c;Produto_E;2010-01-13;-166.8;USD
8f1b341e2fa94816b502a3ee1be0cb18;Produto_F;2010-01-13;-48.06;BRL
10439a2d5ea242398a5d8da00079b16b;Produto_G;2010-01-13;-110.73;BRL
7f0eed9777924a90b9955c22b0fe7de2;Produto_H;2010-01-13;-75.69;USD
696630e3beea4f75809c797bcb33ca10;Produto_I;2010-01-13;-863.78;BRL
1ebc1f29cbb24a76bc573177bf1d3877;Produto_J;2010-01-13;-291.59;BRL
12674c82ab754a3d91110cda0079316f;Produto_A;2010-01-14;-927.79;BRL
d8f98af7893b4714ac38f698e1429489;Produto_B;2010-01-14;41.84;USD
911fddc2f7594ea98742d3f0998f4ff0;Produto_C;2010-01-14;-1000.0;BRL
e4ef270a8366401da96a44c26e004e7e;Produto_D;2010-01-14;-696.86;BRL
c5e0db8cb57345fc962bc0bf8f03389e;Produto_E;2010-01-14;-197.82;BRL
38ceea3171914ec289afdb4bc7029910;Produto_F;2010-01-14;77.75;BRL
260a994d0a6e4086b7e09e527a69e91a;Produto_G;2010-01-14;-168.74;USD
3524228118d946558fcc8b48c6850130;Produto_H;2010-01-14;-540.34;BRL
504ef03b947d4df4a5b5db2f83b5d197;Produto_I;2010-01-14;-187.9;BRL
c02e94a7e0404fd393bb713ad36733b2;Produto_J;2010-01-14;-200.29;USD
f78f457a615b41309240c0f8c9b4749a;Produto_A;2010-01-15;-259.27;USD
384a1815b6d54417b798f7aa4f1ffd04;Produto_B;2010-01-15;-494.07;USD
cd65813a0ed7464692912ac171bb2cbe;Produto_C;2010-01-15;-664.59;USD
70e89ba7d8d849018a0df9a85e95dbee;Produto_D;2010-01-15;-760.23;BRL
68e00c7713ce4c2caf337fe8c8f050b4;Produto_E;2010-01-15;58.22;USD
ecef7b75436c4a56bc167824ffc5f5dd;Produto_F;2010-01-15;-384.67;BRL
003f763ade734e7da12abd5db722f225;Produto_G;2010-01-15;-238.19;BRL
7405052c6f1443c994afd931c84520a3;Produto_H;2010-01-15;-727.5;USD
f6fab696ba1b42998d5b413e5a533f85;Produto_I;2010-01-15;-383.88;BRL
628275b5cbdd4bf7a0a03fb72d4cf430;Produto_J;2010-01-15;-54.56;BRL
091ebbd2b1d64d4abb06c671f890a0c9;Produto_A;2010-01-16;-192.42;USD
1747a1a4e76a42eeac582e3552760d7c;Produto_B;2010-01-16;-454.36;BRL
cffe92ef1be94dc2a602ab6c6a909fdc;Produto_C;2010-01-16;-323.62;USD
148ee64315d340ff9582b63b6b2a1784;Produto_D;2010-01-16;98.64;BRL
d40571118ccd43b987e3bfb6d13fd66a;Produto_E;2010-01-16;40.84;USD
18919e5b9e6340c8a4bf88439046f43c;Produto_F;2010-01-16;-23.31;BRL
fb0cef068a4047d7b2e6266a36bea7e0;Produto_G;2010-01-16;-765.8;BRL
6451270fd9f54a5d91beca8359de8308;Produto_H;2010-01-16;-752.65;BRL
2d3dd860c7cf4928a7f770ed00537380;Produto_I;2010-01-16;66.52;USD
4d4a0c5886fd4286b102cb65c0437359;Produto_J;2010-01-16;86.52;BRL
6a78435f5e004689bc01348dde284904;Produto_A;2010-01-17;-633.69;USD
d1920ab450d04252b899a5d15b96f02c;Produto_B;2010-01-17;-968.03;USD
c03a3e7b1bc0454eadb15e8260f2486d;Produto_C;2010-01-17;-726.94;BRL
0bd10e704e8d4743884213ddd2bed472;Produto_D;2010-01-17;-619.15;BRL
6f7db357900d4a6dbd9b3692de989e9b;Produto_E;2010-01-17;24.65;BRL
bd134e6099844f3a9479eb7eed5521d7;Produto_F;2010-01-17;19.06;BRL
f3d618a0c2f843fbb85f8c0fafdb0244;Produto_G;2010-01-17;-695.77;BRL
3d6a76a45cc94a0ebd81b2c3735410de;Produto_H;2010-01-17;-309.66;USD
119c8e930404420d81229f5f52422d27;Produto_I;2010-01-17;-888.67;USD
6b88da305b144dedac205ca132bf15e2;Produto_J;2010-01-17;-745.42;BRL
e6f4c46e0d9e434aaf424bf6fa9fefbd;Produto_A;2010-01-18;-173.54;USD
8b465e8b7d48410ba0b0d774f46eb9da;Produto_B;2010-01-18;-1000.0;BRL
65c5ca511d1a4b389e891170ab631ca5;Produto_C;2010-01-18;-674.69;USD
089a06537826418fbef88dedb68c68f0;Produto_D;2010-01-18;-707.08;BRL
e99d229756f34db2ad29368a3c0219e0;Produto_E;2010-01-18;-90.15;USD
a4339998f34a44678f16953c95a6df5c;Produto_F;2010-01-18;-271.03;BRL
7d2c3f95a87d48809196313a6e3c15e3;Produto_G;2010-01-18;-340.85;USD
97dde0e099c948ec893eed9702145df7;Produto_H;2010-01-18;-365.95;BRL
cbff8756b7ce4b15ba9e9717aa28575e;Produto_I;2010-01-18;-299.45;BRL
a5b2fd7c527740e0929a11618a32a638;Produto_J;2010-01-18;-622.17;BRL
66da7200b52a4674b1809776db06131a;Produto_A;2010-01-19;-19.68;USD
47c6bb1094724425a03d52be33b5668f;Produto_B;2010-01-19;-1000.0;BRL
40dc2de16b16459db799de75956efbf5;Produto_C;2010-01-19;-1000.0;USD
406ba7520ff840399b0049f6465162b7;Produto_D;2010-01-19;-273.63;USD
cb717f01b22d4bedb15e7abdaad62da9;Produto_E;2010-01-19;-403.94;USD
ee8fb9c02d1b4d778a0b02061d7d863b;Produto_F;2010-01-19;66.26;BRL
5b62caff398a4c6883364d350fda76fa;Produto_G;2010-01-19;-272.73;BRL
1be30486a9f44e8ebb5f372f6308c1e7;Produto_H;2010-01-19;-857.41;BRL
5587986d1a9b4ead9a51e7989e5e1094;Produto_I;2010-01-19;-99.95;BRL
ff80b78427b241e285bdda665067d9d2;Produto_J;2010-01-19;-451.78;USD
5edffb55e3184afcb2ea452b69c78d38;Produto_A;2010-01-20;-398.84;USD
2cc178cd9c094a9aa82e011cdc5706ab;Produto_B;2010-01-20;-859.35;BRL
c267fe3f3e1b486391df3f5a291a3112;Produto_C;2010-01-20;-351.34;BRL
d6f2ea42d9fc428bbacb62ce99bc679b;Produto_D;2010-01-20;-77.41;BRL
726a504375844be79b65db5b6c2a3d2f;Produto_E;2010-01-20;-344.05;USD
d78473c083b54061ad64d53c79d5167c;Produto_F;2010-01-20;-190.88;BRL
0ea21ace66ef407480229cef7b52e19e;Produto_G;2010-01-20;-156.82;USD
645a24168e174e07aa3c08fad1485d63;Produto_H;2010-01-20;78.66;BRL
f193b62214f440c0b855eb30e597b655;Produto_I;2010-01-20;-677.34;USD
472b4afd68a548b08f3626edf270760e;Produto_J;2010-01-20;-619.69;USD
2b2948219f6948a4a1e9112eb9c04684;Produto_A;2010-01-21;-484.69;USD
6fe7b780ca644e70ae89de1806f49fee;Produto_B;2010-01-21;-887.22;BRL
8c576bd4af754053ab34ec825b550edc;Produto_C;2010-01-21;65.75;USD
c4cb0ebdb3e54658bf8c27c94fcac114;Produto_D;2010-01-21;-554.94;BRL
d32c19ccd3df47029e88cf558b7fa263;Produto_E;2010-01-21;-455.53;BRL
e93f43d19ce74d93b921fa81346556b9;Produto_F;2010-01-21;5.58;USD
d8986d987f8a466ca49cc4e56b931035;Produto_G;2010-01-21;-564.6;BRL
8150d693647c4228a6e2d7756b469fb8;Produto_H;2010-01-21;-1000.0;USD
cfeba66a853c4630bc8e79f282ea596d;Produto_I;2010-01-21;-287.62;USD
79a007bcd7d543ce8368017c0e00be93;Produto_J;2010-01-21;-328.9;USD
734ed9ad47ae4428b67ccbe9b343c997;Produto_A;2010-01-22;-176.5;USD
acfa780cbdd24d7f80ea7405b590044e;Produto_B;2010-01-22;-638.12;USD
35a62bc622f4480c8b4c250442233d0d;Produto_C;2010-01-22;-600.9;BRL
11f194c907844c3bb33cf9e366a8f8dd;Produto_D;2010-01-22;-395.97;USD
f4431330ddcb4ad1a27968702d0415b3;Produto_E;2010-01-22;-137.76;USD
d500171d1fdd4ba6bb3d89d57960f2eb;Produto_F;2010-01-22;-516.61;BRL
aca14259c3c043da8ce9c15a7be987ca;Produto_G;2010-01-22;-739.62;USD
134d428d543e4070a3224b188c041703;Produto_H;2010-01-22;-777.82;BRL
e5999aed16354bf1bbd660b8574c2534;Produto_I;2010-01-22;-237.4;BRL
b743e7398cc84a1babb3716d64f134e5;Produto_J;2010-01-22;-1000.0;BRL
b2771d5a237d43debe741f19ae427183;Produto_A;2010-01-23;-430.42;USD
56fb647ae2fb42719de2dd88386dded1;Produto_B;2010-01-23;-758.58;BRL
c6f6c408ffc4438885c1aadbe41ec5c2;Produto_C;2010-01-23;-583.4;USD
08d74bc61b904d999e590a1d66c8d531;Produto_D;2010-01-23;-993.86;BRL
ed96e63f8b204b049aa2710dd8b4ffd5;Produto_E;2010-01-23;-249.56;BRL
2f7f9fcbd0f44aa890b54e1ef5c8749a;Produto_F;2010-01-23;-590.38;BRL
7ddd97a564d04e2da659bad451772963;Produto_G;2010-01-23;-242.71;BRL
5c27a956fb1d4b718af3f2d33675b097;Produto_H;2010-01-23;-531.04;BRL
cd3a01305cd749d1867f38dc474173a2;Produto_I;2010-01-23;-289.36;BRL
1272354752ba4de7958aad7893248d03;Produto_J;2010-01-23;-356.12;BRL
ffb95fdaa53c4bc798ed5fcb7321d33d;Produto_A;2010-01-24;-274.94;USD
57e248055c934b3eb2d5da4b4e98568b;Produto_B;2010-01-24;-56.47;BRL
166da9b362a94e50b747bb34b9c748c3;Produto_C;2010-01-24;38.23;BRL
c40daf74e1b84955b2fd3a3ecaf5135e;Produto_D;2010-01-24;-267.7;USD
b9a9342904fb4969bc135fbb6390b908;Produto_E;2010-01-24;-242.1;USD
ab5332bf1ca14a479e79e2986428e3b5;Produto_F;2010-01-24;-89.15;USD
43caad35edab46f9a9f121e7c5570a47;Produto_G;2010-01-24;27.74;USD
b1c88ac19c7a4b3e81b74fc9f1b87386;Produto_H;2010-01-24;-115.39;BRL
3e86f54f3ffa4176aa61cae8b6dcf448;Produto_I;2010-01-24;-4.32;BRL
5dc0189550bd41c294ebd6556cd30909;Produto_J;2010-01-24;-771.33;BRL
da5f300e48e243c9a0e90ad8b4820518;Produto_A;2010-01-25;-833.37;BRL
99079724131c4417a50f1150b155e4b2;Produto_B;2010-01-25;-1000.0;BRL
97d31774b3b740ab9783ad260b2f02cb;Produto_C;2010-01-25;-277.54;USD
04b47800eb164f85a00607aef6a5370c;Produto_D;2010-01-25;-292.45;USD
fddfedb5ea1f4515a1188c21719ffbcf;Produto_E;2010-01-25;-58.49;BRL
ed2fb87ba477466a8df6719383975f7d;Produto_F;2010-01-25;-517.76;USD
3c53d93189fe42f39bbce8480208fb3a;Produto_G;2010-01-25;-537.51;BRL
344b03310c7145119fa471fce8117c4c;Produto_H;2010-01-25;-281.36;BRL
f1ed01af55c642e1a87d7b1f27e7948d;Produto_I;2010-01-25;-323.74;USD
35de7c87222947f78816bf25bcb932b1;Produto_J;2010-01-25;-1000.0;USD
b93d825886a3487d8e24f3763185108b;Produto_A;2010-01-26;-108.88;USD
8fcb1cc23e724aedbc718e636740303c;Produto_B;2010-01-26;-486.75;USD
9cc74e36ddb14ee19bac8ed25205fcc3;Produto_C;2010-01-26;-194.54;BRL
b31e1fd7a45f45da84cdf9005ff282b4;Produto_D;2010-01-26;-384.56;USD
99cff012fd324d81b138e6648724940e;Produto_E;2010-01-26;-452.19;BRL
bfcbf0d2738f48c5a4048c29a7d7722c;Produto_F;2010-01-26;-600.28;BRL
85cdc17257f841fd8aba8c93d6f670c6;Produto_G;2010-01-26;-486.99;BRL
f8e1607bdbf748b884adbaea3384ecae;Produto_H;2010-01-26;-451.88;BRL
78f5a89b9b2344a39c4e205126cb2379;Produto_I;2010-01-26;-554.81;USD
52566a0a225a4c8980f17978e3685c24;Produto_J;2010-01-26;-205.46;USD
4b69a0cfdc3a425dbab4ef125d8a33b8;Produto_A;2010-01-27;-830.95;USD
7c6e1909c94c47699f0afc26986cbabf;Produto_B;2010-01-27;-505.14;BRL
a0207267c7be4e1688d9b35f594993b7;Produto_C;2010-01-27;-101.44;BRL
ca772be2559d43f19ae20eb1eb4cd26a;Produto_D;2010-01-27;-705.78;USD
83f22481c73f4dc294040469ba17ae37;Produto_E;2010-01-27;-473.52;BRL
0c9c05609f7641299197b24937d27555;Produto_F;2010-01-27;45.04;USD
c90951bc743941d895622b8edee4754b;Produto_G;2010-01-27;-700.81;USD
99ff37c3fafb4e2686591a6a86cb2570;Produto_H;2010-01-27;62.09;USD
20f948779baf41569b7b904a1343bc5d;Produto_I;2010-01-27;47.98;USD
3011494b398640caa85c6ae4cb998fe1;Produto_J;2010-01-27;-505.29;BRL
dfbd4f648d88479d9a620f93dfe72552;Produto_A;2010-01-28;-474.92;USD
046c099b624a4d62a544287c4d693dc2;Produto_B;2010-01-28;-413.33;BRL
14b25616072d43deb9b4c8db5b78d833;Produto_C;2010-01-28;-290.42;BRL
a69bb7c10dbf45928072197622a4f738;Produto_D;2010-01-28;42.83;BRL
4e084c6f35b3486c9d8dc5733a488c20;Produto_E;2010-01-28;-108.82;USD
ed4d70324ce84e29b8f23faee27b0fc9;Produto_F;2010-01-28;19.89;BRL
102b6254dd954ea0ac4f569e2e616731;Produto_G;2010-01-28;-729.72;USD
bc741c6f801a4cba9b15a86742eff682;Produto_H;2010-01-28;-1000.0;USD
4dd4ae88b07d45ddbceb41da12c4ad07;Produto_I;2010-01-28;-24.71;USD
313b67bdf87243ca81ba509be15f9ca7;Produto_J;2010-01-28;-246.85;USD
baa683efd649452097b993f66055e216;Produto_A;2010-01-29;-789.85;BRL
f803b1ee375144759e9b83d344549eaf;Produto_B;2010-01-29;-97.22;USD
6909cddc080046f099f2fc2adda05d53;Produto_C;2010-01-29;-991.86;USD
8f1596a4b8d0409ca8502117875d7d3d;Produto_D;2010-01-29;-557.51;BRL
27694d5442aa4e268eda41652933a815;Produto_E;2010-01-29;-761.74;BRL
e55614eb6b5c48b2ba8a2a71b503f3b6;Produto_F;2010-01-29;-15.66;BRL
660a2ba56f144718a2fd5418eb28af0a;Produto_G;2010-01-29;-709.33;USD
18f9398d4ad143588bf05c16bf327344;Produto_H;2010-01-29;-879.57;BRL
6511d58c914648619002b5f809699116;Produto_I;2010-01-29;-618.05;USD
9db0376c85c0472d9d54ed88b7271394;Produto_J;2010-01-29;-34.89;USD
29cdb8862f0b4756a181c40b50d7c0f0;Produto_A;2010-01-30;39.34;USD
993072b46a114446a1544673a82c0221;Produto_B;2010-01-30;-427.55;BRL
c6d6d2e9b7d34631aade0252621d4afe;Produto_C;2010-01-30;-654.1;USD
bf8f139eaf6a49e9a83d152e1c1a5cd5;Produto_D;2010-01-30;-493.36;BRL
34d1aedeeb3a4db881f87f52912066c0;Produto_E;2010-01-30;-319.41;USD
285abe8119594cd69f6855f099db5afb;Produto_F;2010-01-30;-601.46;USD
a0d2152c6d1b4adc8d855efca9c80be2;Produto_G;2010-01-30;-683.75;USD
ef52a05529d74c79ae2706b3e68f48b0;Produto_H;2010-01-30;-852.95;BRL
cf16abf5c4414baf8137856dfea4622f;Produto_I;2010-01-30;-508.97;BRL
ed4b19d3e48a45d18e58285e6b94c63b;Produto_J;2010-01-30;-204.17;BRL
b18f4d143aee49a7ad678d0bf85ac91b;Produto_A;2010-01-31;-816.1;USD
7c6d027419a644f9a75728630211902c;Produto_B;2010-01-31;-222.24;USD
dbb787089ae54a3796652ed8af99038e;Produto_C;2010-01-31;-399.86;BRL
5ecac33bb2d346a9af836fb9cc4c307b;Produto_D;2010-01-31;-587.37;BRL
c0d86fe46bc74686974ced40380a404b;Produto_E;2010-01-31;-567.78;BRL
1b9a5256ebde46d48969ffddc1ae6273;Produto_F;2010-01-31;-346.76;USD
69898d03e26944ebb64fc6232e62990e;Produto_G;2010-01-31;46.39;BRL
7a362c5b72224be9a56f341200117fa9;Produto_H;2010-01-31;89.55;USD
fbd06303d53149f1889f68057df2f271;Produto_I;2010-01-31;-1000.0;USD
590846df516d43e7ac010eaa19964211;Produto_J;2010-01-31;-1000.0;USD
f9ec6fd339ae42f489a7f4131e47a98d;Produto_A;2010-02-01;86.47;USD
c3e69367e87e4625b3f7a6ce2c3ddc39;Produto_B;2010-02-01;-884.35;USD
ccb8c2b12fc6405696b864b535150e1e;Produto_C;2010-02-01;73.92;BRL
87f53283c8cf47fe99eb0d1a657ac073;Produto_D;2010-02-01;-857.47;USD
7937d2a0d405463e92a0914654a9c7bb;Produto_E;2010-02-01;-194.31;USD
09b4187650c64b8286b92ba0457c3400;Produto_F;2010-02-01;79.0;BRL
39f512be6c2448fe8c39b9a4a3b4d775;Produto_G;2010-02-01;-278.32;BRL
9bf55f8037744f4eafdbd272f0f5ad07;Produto_H;2010-02-01;-223.83;USD
71e618081f7447819c38724057d85925;Produto_I;2010-02-01;-725.87;BRL
32205c12d0314a45ba6fbd482e5da87e;Produto_J;2010-02-01;-1000.0;BRL
8903f44a867e497fa62832b805af41c7;Produto_A;2010-02-02;-467.49;BRL
673b77b46e994cfc995e7c37aa5b3706;Produto_B;2010-02-02;-772.92;BRL
c4a7046639824c8386a8256851a35a5f;Produto_C;2010-02-02;-885.06;BRL
